x,y,country_iso3_code,erml_commodity,concat_figure_notes_text,pole_of_inaccessibility_longitude,erml_sub_commodity,pole_of_inaccessibility_latitude,cgi_commodity_url,yearbook_table_id,quantity,yearbook_table_trans,bgs_commodity_code,units,bgs_statistic_type_trans,bgs_commodity_trans,concat_table_notes_code,year,country_trans,bgs_sub_commodity_trans,concat_table_notes_text,country_iso2_code,erml_group,concat_figure_notes_code
33.878679,-13.48922,MWI,Phosphate rock,,33.878679,,-13.489220,http://resource.geosciml.org/classifier/cgi/commodity-code/phosphate-rock,110,0,Production of phosphate rock,112,tonnes (metric),Production,phosphate rock,,2020-01-01,Malawi,,,MW,Phosphate rock,
-2.05131,18.495997,MLI,Phosphate rock,,-2.051310,,18.495997,http://resource.geosciml.org/classifier/cgi/commodity-code/phosphate-rock,110,57600,Production of phosphate rock,112,tonnes (metric),Production,phosphate rock,,2020-01-01,Mali,,,ML,Phosphate rock,
-97.834383,39.139831,USA,Phosphate rock,,-97.834383,,39.139831,http://resource.geosciml.org/classifier/cgi/commodity-code/phosphate-rock,110,23500000,Production of phosphate rock,112,tonnes (metric),Production,phosphate rock,,2020-01-01,USA,,,US,Phosphate rock,
-0.901057,12.591396,BFA,Phosphate rock,,-0.901057,,12.591396,http://resource.geosciml.org/classifier/cgi/commodity-code/phosphate-rock,110,2803,Production of phosphate rock,112,tonnes (metric),Production,phosphate rock,,2020-01-01,Burkina Faso,,,BF,Phosphate rock,
-80.718912,22.366246999999998,CUB,Phosphate rock,,-80.718912,,22.366247,http://resource.geosciml.org/classifier/cgi/commodity-code/phosphate-rock,110,1600,Production of phosphate rock,112,tonnes (metric),Production,phosphate rock,,2020-01-01,Cuba,,,CU,Phosphate rock,
33.526313,39.351717,TUR,Phosphate rock,,33.526313,,39.351717,http://resource.geosciml.org/classifier/cgi/commodity-code/phosphate-rock,110,872894,Production of phosphate rock,112,tonnes (metric),Production,phosphate rock,,2020-01-01,Turkey,,,TR,Phosphate rock,
29.851884,-19.002536,ZWE,Phosphate rock,,29.851884,,-19.002536,http://resource.geosciml.org/classifier/cgi/commodity-code/phosphate-rock,110,9192,Production of phosphate rock,112,tonnes (metric),Production,phosphate rock,,2020-01-01,Zimbabwe,,,ZW,Phosphate rock,
44.908958,23.753953,SAU,Phosphate rock,,44.908958,,23.753953,http://resource.geosciml.org/classifier/cgi/commodity-code/phosphate-rock,110,8000000,Production of phosphate rock,112,tonnes (metric),Production,phosphate rock,,2020-01-01,Saudi Arabia,,,SA,Phosphate rock,
-14.794929,15.046717999999998,SEN,Phosphate rock,,-14.794929,,15.046718,http://resource.geosciml.org/classifier/cgi/commodity-code/phosphate-rock,110,2138434,Production of phosphate rock,112,tonnes (metric),Production,phosphate rock,,2020-01-01,Senegal,,,SN,Phosphate rock,
80.793549,7.020493,LKA,Phosphate rock,,80.793549,,7.020493,http://resource.geosciml.org/classifier/cgi/commodity-code/phosphate-rock,110,52103,Production of phosphate rock,112,tonnes (metric),Production,phosphate rock,,2020-01-01,Sri Lanka,,,LK,Phosphate rock,
3.2078,27.468550999999998,DZA,Phosphate rock,,3.207800,,27.468551,http://resource.geosciml.org/classifier/cgi/commodity-code/phosphate-rock,110,1205500,Production of phosphate rock,112,tonnes (metric),Production,phosphate rock,,2020-01-01,Algeria,,,DZ,Phosphate rock,
0.80812,9.02318,TGO,Phosphate rock,,0.808120,,9.023180,http://resource.geosciml.org/classifier/cgi/commodity-code/phosphate-rock,110,1300000,Production of phosphate rock,112,tonnes (metric),Production,phosphate rock,,2020-01-01,Togo,,,TG,Phosphate rock,
27.679723,63.018750999999995,FIN,Phosphate rock,,27.679723,,63.018751,http://resource.geosciml.org/classifier/cgi/commodity-code/phosphate-rock,110,995066,Production of phosphate rock,112,tonnes (metric),Production,phosphate rock,,2020-01-01,Finland,,,FI,Phosphate rock,
109.537431,32.216659,CHN,Phosphate rock,,109.537431,,32.216659,http://resource.geosciml.org/classifier/cgi/commodity-code/phosphate-rock,110,90000000,Production of phosphate rock,112,tonnes (metric),Production,phosphate rock,,2020-01-01,China,,,CN,Phosphate rock,
105.335928,21.894282,VNM,Phosphate rock,,105.335928,,21.894282,http://resource.geosciml.org/classifier/cgi/commodity-code/phosphate-rock,110,2022160,Production of phosphate rock,112,tonnes (metric),Production,phosphate rock,,2020-01-01,Vietnam,,,VN,Phosphate rock,
-6.587161,31.846552,MAR,Phosphate rock,,-6.587161,,31.846552,http://resource.geosciml.org/classifier/cgi/commodity-code/phosphate-rock,110,40700000,Production of phosphate rock,112,tonnes (metric),Production,phosphate rock,,2020-01-01,Morocco,,,MA,Phosphate rock,
5.322768,52.104093999999996,NLD,Pig iron,,5.322768,Pig iron,52.104094,http://resource.geosciml.org/classifier/cgi/commodity-code/iron,72,5400000,Production of pig iron,72,tonnes (metric),Production,"iron, pig",,2020-01-01,Netherlands,,,NL,Iron and steel,
27.679723,63.018750999999995,FIN,Pig iron,,27.679723,Pig iron,63.018751,http://resource.geosciml.org/classifier/cgi/commodity-code/iron,72,1900000,Production of pig iron,72,tonnes (metric),Production,"iron, pig",,2020-01-01,Finland,,,FI,Iron and steel,
18.043765,65.542091,SWE,Pig iron,,18.043765,Pig iron,65.542091,http://resource.geosciml.org/classifier/cgi/commodity-code/iron,72,2854000,Production of pig iron,72,tonnes (metric),Production,"iron, pig",,2020-01-01,Sweden,,,SE,Iron and steel,
18.0,44.0,BIH,Pig iron,,18.000000,Pig iron,44.000000,http://resource.geosciml.org/classifier/cgi/commodity-code/iron,72,739058,Production of pig iron,72,tonnes (metric),Production,"iron, pig",,2020-01-01,Bosnia & Herzegovina,,,BA,Iron and steel,
23.214465999999998,-30.457874999999998,ZAF,Pig iron,,23.214466,Pig iron,-30.457875,http://resource.geosciml.org/classifier/cgi/commodity-code/iron,72,2300000,Production of pig iron,72,tonnes (metric),Production,"iron, pig",,2020-01-01,South Africa,,,ZA,Iron and steel,
120.964347,23.753332,TWN,Pig iron,,120.964347,Pig iron,23.753332,http://resource.geosciml.org/classifier/cgi/commodity-code/iron,72,13400000,Production of pig iron,72,tonnes (metric),Production,"iron, pig",,2020-01-01,Taiwan,,,TW,Iron and steel,
94.13658799999999,63.462201,RUS,Pig iron,,94.136588,Pig iron,63.462201,http://resource.geosciml.org/classifier/cgi/commodity-code/iron,72,52000000,Production of pig iron,72,tonnes (metric),Production,"iron, pig",,2020-01-01,Russia,,,RU,Iron and steel,
2.452177,46.620563,FRA,Pig iron,,2.452177,Pig iron,46.620563,http://resource.geosciml.org/classifier/cgi/commodity-code/iron,72,7695671,Production of pig iron,72,tonnes (metric),Production,"iron, pig",,2020-01-01,France,,,FR,Iron and steel,
132.72135600000001,-23.137734,AUS,Pig iron,,132.721356,Pig iron,-23.137734,http://resource.geosciml.org/classifier/cgi/commodity-code/iron,72,3700000,Production of pig iron,72,tonnes (metric),Production,"iron, pig",,2020-01-01,Australia,,,AU,Iron and steel,
19.480382,48.704935,SVK,Pig iron,,19.480382,Pig iron,48.704935,http://resource.geosciml.org/classifier/cgi/commodity-code/iron,72,2753000,Production of pig iron,72,tonnes (metric),Production,"iron, pig",,2020-01-01,Slovakia,,,SK,Iron and steel,
142.796275,43.46076,JPN,Pig iron,,142.796275,Pig iron,43.460760,http://resource.geosciml.org/classifier/cgi/commodity-code/iron,72,61600469,Production of pig iron,72,tonnes (metric),Production,"iron, pig",,2020-01-01,Japan,,,JP,Iron and steel,
9.669879,51.08851,DEU,Pig iron,,9.669879,Pig iron,51.088510,http://resource.geosciml.org/classifier/cgi/commodity-code/iron,72,25500000,Production of pig iron,72,tonnes (metric),Production,"iron, pig",,2020-01-01,Germany,,,DE,Iron and steel,
-3.562909,40.389544,ESP,Pig iron,,-3.562909,Pig iron,40.389544,http://resource.geosciml.org/classifier/cgi/commodity-code/iron,72,2900000,Production of pig iron,72,tonnes (metric),Production,"iron, pig",,2020-01-01,Spain,,,ES,Iron and steel,
55.508706,31.955713,IRN,Pig iron,,55.508706,Pig iron,31.955713,http://resource.geosciml.org/classifier/cgi/commodity-code/iron,72,33300000,Production of pig iron,72,tonnes (metric),Production,"iron, pig",,2020-01-01,Iran,,,IR,Iron and steel,
-69.73191899999999,-26.162882999999997,CHL,Pig iron,,-69.731919,Pig iron,-26.162883,http://resource.geosciml.org/classifier/cgi/commodity-code/iron,72,663000,Production of pig iron,72,tonnes (metric),Production,"iron, pig",,2020-01-01,Chile,,,CL,Iron and steel,
102.186548,4.029745,MYS,Pig iron,,102.186548,Pig iron,4.029745,http://resource.geosciml.org/classifier/cgi/commodity-code/iron,72,700000,Production of pig iron,72,tonnes (metric),Production,"iron, pig",,2020-01-01,Malaysia,,,MY,Iron and steel,
24.972941,45.853463999999995,ROU,Pig iron,,24.972941,Pig iron,45.853464,http://resource.geosciml.org/classifier/cgi/commodity-code/iron,72,1800000,Production of pig iron,72,tonnes (metric),Production,"iron, pig",,2020-01-01,Romania,,,RO,Iron and steel,
33.526313,39.351717,TUR,Pig iron,,33.526313,Pig iron,39.351717,http://resource.geosciml.org/classifier/cgi/commodity-code/iron,72,10000000,Production of pig iron,72,tonnes (metric),Production,"iron, pig",,2020-01-01,Turkey,,,TR,Iron and steel,
14.130671999999999,47.585656,AUT,Pig iron,,14.130672,Pig iron,47.585656,http://resource.geosciml.org/classifier/cgi/commodity-code/iron,72,5300000,Production of pig iron,72,tonnes (metric),Production,"iron, pig",,2020-01-01,Austria,,,AT,Iron and steel,
54.159731,23.484406999999997,ARE,Pig iron,,54.159731,Pig iron,23.484407,http://resource.geosciml.org/classifier/cgi/commodity-code/iron,72,3000000,Production of pig iron,72,tonnes (metric),Production,"iron, pig",,2020-01-01,United Arab Emirates,,,AE,Iron and steel,
51.183766999999996,24.992651,QAT,Pig iron,,51.183767,Pig iron,24.992651,http://resource.geosciml.org/classifier/cgi/commodity-code/iron,72,752569,Production of pig iron,72,tonnes (metric),Production,"iron, pig",,2020-01-01,Qatar,,,QA,Iron and steel,
19.394322,52.124770999999996,POL,Pig iron,,19.394322,Pig iron,52.124771,http://resource.geosciml.org/classifier/cgi/commodity-code/iron,72,3502468,Production of pig iron,72,tonnes (metric),Production,"iron, pig",,2020-01-01,Poland,,,PL,Iron and steel,
128.0,36.0,KOR,Pig iron,,128.000000,Pig iron,36.000000,http://resource.geosciml.org/classifier/cgi/commodity-code/iron,72,45359000,Production of pig iron,72,tonnes (metric),Production,"iron, pig",,2020-01-01,Korea (Rep. of),,,KR,Iron and steel,
50.547281,26.016057999999997,BHR,Pig iron,,50.547281,Pig iron,26.016058,http://resource.geosciml.org/classifier/cgi/commodity-code/iron,72,1400000,Production of pig iron,72,tonnes (metric),Production,"iron, pig",,2020-01-01,Bahrain,,,BH,Iron and steel,
169.942601,-44.75072,NZL,Pig iron,,169.942601,Pig iron,-44.750720,http://resource.geosciml.org/classifier/cgi/commodity-code/iron,72,600000,Production of pig iron,72,tonnes (metric),Production,"iron, pig",,2020-01-01,New Zealand,,,NZ,Iron and steel,
28.915516,26.221542,EGY,Pig iron,,28.915516,Pig iron,26.221542,http://resource.geosciml.org/classifier/cgi/commodity-code/iron,72,4800000,Production of pig iron,72,tonnes (metric),Production,"iron, pig",,2020-01-01,Egypt,,,EG,Iron and steel,
57.386461999999995,22.050248,OMN,Pig iron,,57.386462,Pig iron,22.050248,http://resource.geosciml.org/classifier/cgi/commodity-code/iron,72,1800000,Production of pig iron,72,tonnes (metric),Production,"iron, pig",,2020-01-01,Oman,,,OM,Iron and steel,
69.217179,48.473662,KAZ,Pig iron,,69.217179,Pig iron,48.473662,http://resource.geosciml.org/classifier/cgi/commodity-code/iron,72,3212375,Production of pig iron,72,tonnes (metric),Production,"iron, pig",,2020-01-01,Kazakhstan,,,KZ,Iron and steel,
16.0,50.0,CZE,Pig iron,,16.000000,Pig iron,50.000000,http://resource.geosciml.org/classifier/cgi/commodity-code/iron,72,3500000,Production of pig iron,72,tonnes (metric),Production,"iron, pig",,2020-01-01,Czech Republic,,,CZ,Iron and steel,
10.612941,45.366552,ITA,Pig iron,,10.612941,Pig iron,45.366552,http://resource.geosciml.org/classifier/cgi/commodity-code/iron,72,3405000,Production of pig iron,72,tonnes (metric),Production,"iron, pig",,2020-01-01,Italy,,,IT,Iron and steel,
-61.293935999999995,10.421859,TTO,Pig iron,,-61.293936,Pig iron,10.421859,http://resource.geosciml.org/classifier/cgi/commodity-code/iron,72,1300000,Production of pig iron,72,tonnes (metric),Production,"iron, pig",,2020-01-01,Trinidad & Tobago,,,TT,Iron and steel,
-64.247496,-31.841561,ARG,Pig iron,,-64.247496,Pig iron,-31.841561,http://resource.geosciml.org/classifier/cgi/commodity-code/iron,72,2455000,Production of pig iron,72,tonnes (metric),Production,"iron, pig",,2020-01-01,Argentina,,,AR,Iron and steel,
-64.007094,7.145968,VEN,Pig iron,,-64.007094,Pig iron,7.145968,http://resource.geosciml.org/classifier/cgi/commodity-code/iron,72,285000,Production of pig iron,72,tonnes (metric),Production,"iron, pig",,2020-01-01,Venezuela,,,VE,Iron and steel,
79.282538,22.642556,IND,Pig iron,,79.282538,Pig iron,22.642556,http://resource.geosciml.org/classifier/cgi/commodity-code/iron,72,101400000,Production of pig iron,72,tonnes (metric),Production,"iron, pig",,2020-01-01,India,,,IN,Iron and steel,
20.154355,40.519335999999996,ALB,Pig iron,,20.154355,Pig iron,40.519336,http://resource.geosciml.org/classifier/cgi/commodity-code/iron,72,0,Production of pig iron,72,tonnes (metric),Production,"iron, pig",,2020-01-01,Albania,,,AL,Iron and steel,
21.069122999999998,43.769359,SRB,Pig iron,Estimates.,21.069123,Pig iron,43.769359,http://resource.geosciml.org/classifier/cgi/commodity-code/iron,72,1500000,Production of pig iron,72,tonnes (metric),Production,"iron, pig",,2020-01-01,Serbia,,,RS,Iron and steel,*
127.0,40.0,PRK,Pig iron,Estimates.,127.000000,Pig iron,40.000000,http://resource.geosciml.org/classifier/cgi/commodity-code/iron,72,100000,Production of pig iron,72,tonnes (metric),Production,"iron, pig",,2020-01-01,"Korea, Dem. P.R. of",,,KP,Iron and steel,*
10.262436,61.687073999999996,NOR,Pig iron,Estimates.,10.262436,Pig iron,61.687074,http://resource.geosciml.org/classifier/cgi/commodity-code/iron,72,70000,Production of pig iron,72,tonnes (metric),Production,"iron, pig",,2020-01-01,Norway,,,NO,Iron and steel,*
105.335928,21.894282,VNM,Pig iron,Estimates.,105.335928,Pig iron,21.894282,http://resource.geosciml.org/classifier/cgi/commodity-code/iron,72,10000000,Production of pig iron,72,tonnes (metric),Production,"iron, pig",,2020-01-01,Vietnam,,,VN,Iron and steel,*
17.830424,-11.936504999999999,AGO,Salt,Estimates.,17.830424,,-11.936505,http://resource.geosciml.org/classifier/cgi/commodity-code/salt,122,164400,Production of salt,124,tonnes (metric),Production,salt,,2020-01-01,Angola,,,AO,Salt,*
28.915516,26.221542,EGY,Salt,Years ended 30 June of that stated.,28.915516,,26.221542,http://resource.geosciml.org/classifier/cgi/commodity-code/salt,122,357000,Production of salt,124,tonnes (metric),Production,salt,,2020-01-01,Egypt,,,EG,Salt,j
38.369268,8.782801,ETH,Salt,Estimates.|Years ended 7 July of that stated.,38.369268,,8.782801,http://resource.geosciml.org/classifier/cgi/commodity-code/salt,122,800,Production of salt,124,tonnes (metric),Production,salt,,2020-01-01,Ethiopia,,,ET,Salt,*|d
38.540448999999995,15.888024999999999,ERI,Salt,Estimates.,38.540449,,15.888025,http://resource.geosciml.org/classifier/cgi/commodity-code/salt,122,320000,Production of salt,124,tonnes (metric),Production,salt,,2020-01-01,Eritrea,,,ER,Salt,*
-1.03727,6.962365999999999,GHA,Salt,Estimates.,-1.037270,,6.962366,http://resource.geosciml.org/classifier/cgi/commodity-code/salt,122,330000,Production of salt,124,tonnes (metric),Production,salt,,2020-01-01,Ghana,,,GH,Salt,*
-10.283343,10.617194999999999,GIN,Salt,Estimates.,-10.283343,,10.617195,http://resource.geosciml.org/classifier/cgi/commodity-code/salt,122,20000,Production of salt,124,tonnes (metric),Production,salt,,2020-01-01,Guinea,,,GN,Salt,*
42.166509999999995,11.347225,DJI,Salt,Estimates.,42.166510,,11.347225,http://resource.geosciml.org/classifier/cgi/commodity-code/salt,122,3500000,Production of salt,124,tonnes (metric),Production,salt,,2020-01-01,Djibouti,,,DJ,Salt,*
37.821487999999995,0.551546,KEN,Salt,Lake salt.,37.821488,,0.551546,http://resource.geosciml.org/classifier/cgi/commodity-code/salt,122,4703,Production of salt,124,tonnes (metric),Production,salt,,2020-01-01,Kenya,,,KE,Salt,o
20.833347999999997,25.911015,LBY,Salt,Estimates.,20.833348,,25.911015,http://resource.geosciml.org/classifier/cgi/commodity-code/salt,122,50000,Production of salt,124,tonnes (metric),Production,salt,,2020-01-01,Libya,,,LY,Salt,*
46.863413,-18.771091,MDG,Salt,Estimates.,46.863413,,-18.771091,http://resource.geosciml.org/classifier/cgi/commodity-code/salt,122,110000,Production of salt,124,tonnes (metric),Production,salt,,2020-01-01,Madagascar,,,MG,Salt,*
